,Patent,primary_subclass,Citation,GDate
20994555,7861166,277,5957697,2010-12-28
20994556,7861166,277,5959945,2010-12-28
20994557,7861166,277,5963246,2010-12-28
20994558,7861166,277,5978841,2010-12-28
20994559,7861166,277,5986677,2010-12-28
20994560,7861166,277,5986690,2010-12-28
20994561,7861166,277,5990927,2010-12-28
20994562,7861166,277,5991594,2010-12-28
20994563,7861166,277,5999214,2010-12-28
20994564,7861166,277,6009401,2010-12-28
20994565,7861166,277,6012890,2010-12-28
20994566,7861166,277,6014184,2010-12-28
20994567,7861166,277,6016484,2010-12-28
20994568,7861166,277,6025837,2010-12-28
20994569,7861166,277,6025871,2010-12-28
20994570,7861166,277,6029045,2010-12-28
20994571,7861166,277,6029141,2010-12-28
20994572,7861166,277,6029176,2010-12-28
20994573,7861166,277,6034680,2010-12-28
20994574,7861166,277,6044385,2010-12-28
20994575,7861166,277,6052717,2010-12-28
20994576,7861166,277,6055544,2010-12-28
20994577,7861166,277,6061504,2010-12-28
20994578,7861166,277,6072463,2010-12-28
20994579,7861166,277,6091823,2010-12-28
20994580,7861166,277,6091930,2010-12-28
20994581,7861166,277,61-028150,2010-12-28
20994582,7861166,277,6101485,2010-12-28
20994583,7861166,277,6112049,2010-12-28
20994584,7861166,277,6115040,2010-12-28
20994585,7861166,277,6115482,2010-12-28
20994586,7861166,277,6132789,2010-12-28
20994587,7861166,277,6161093,2010-12-28
20994588,7861166,277,6163796,2010-12-28
20994589,7861166,277,6167435,2010-12-28
20994590,7861166,277,6173335,2010-12-28
20994591,7861166,277,6177936,2010-12-28
20994592,7861166,277,6195667,2010-12-28
20994593,7861166,277,62-140134,2010-12-28
20994594,7861166,277,62-245167,2010-12-28
20994595,7861166,277,62-24777,2010-12-28
20994596,7861166,277,6204885,2010-12-28
20994597,7861166,277,6229694,2010-12-28
20994598,7861166,277,6243071,2010-12-28
20994599,7861166,277,6249785,2010-12-28
20994600,7861166,277,6252876,2010-12-28
20994601,7861166,277,6252879,2010-12-28
20994602,7861166,277,6260024,2010-12-28
20994603,7861166,277,6269483,2010-12-28
20994604,7861166,277,6279017,2010-12-28
20994605,7861166,277,6281986,2010-12-28
20994606,7861166,277,6295542,2010-12-28
20994607,7861166,277,6298441,2010-12-28
20994608,7861166,277,6301584,2010-12-28
20994609,7861166,277,6313828,2010-12-28
20994610,7861166,277,6314474,2010-12-28
20994611,7861166,277,6320591,2010-12-28
20994612,7861166,277,6331865,2010-12-28
20994613,7861166,277,6331867,2010-12-28
20994614,7861166,277,6334109,2010-12-28
20994615,7861166,277,6335678,2010-12-28
20994616,7861166,277,6339842,2010-12-28
20994617,7861166,277,6344853,2010-12-28
20994618,7861166,277,6351750,2010-12-28
20994619,7861166,277,6363418,2010-12-28
20994620,7861166,277,6385614,2010-12-28
20994621,7861166,277,64-007786,2010-12-28
20994622,7861166,277,64-086778,2010-12-28
20994623,7861166,277,6411973,2010-12-28
20994624,7861166,277,6415316,2010-12-28
20994625,7861166,277,6418214,2010-12-28
20994626,7861166,277,6438233,2010-12-28
20994627,7861166,277,6452614,2010-12-28
20994628,7861166,277,6452933,2010-12-28
20994629,7861166,277,6460036,2010-12-28
20994630,7861166,277,6462729,2010-12-28
20994631,7861166,277,6486895,2010-12-28
20994632,7861166,277,6493734,2010-12-28
20994633,7861166,277,6507342,2010-12-28
20994634,7861166,277,6510531,2010-12-28
20994635,7861166,277,6535505,2010-12-28
20994636,7861166,277,6546016,2010-12-28
20994637,7861166,277,6556561,2010-12-28
20994638,7861166,277,6557173,2010-12-28
20994639,7861166,277,6585776,2010-12-28
20994640,7861166,277,6597314,2010-12-28
20994641,7861166,277,6606603,2010-12-28
20994642,7861166,277,6611531,2010-12-28
20994643,7861166,277,6634028,2010-12-28
20994644,7861166,277,6639225,2010-12-28
20994645,7861166,277,6654754,2010-12-28
20994646,7861166,277,6657654,2010-12-28
20994647,7861166,277,6675384,2010-12-28
20994648,7861166,277,6683631,2010-12-28
20994649,7861166,277,6714238,2010-12-28
20994650,7861166,277,6725203,2010-12-28
20994651,7861166,277,6813249,2010-12-28
20994652,7861166,277,6847403,2010-12-28
20994653,7861166,277,6886000,2010-12-28
20994654,7861166,277,6891551,2010-12-28
20994655,7861166,277,6976028,2010-12-28
20994656,7861166,277,6990464,2010-12-28
20994657,7861166,277,7020663,2010-12-28
20994658,7861166,277,7039643,2010-12-28
20994659,7861166,277,7051351,2010-12-28
20994660,7861166,277,7181468,2010-12-28
20994661,7861166,277,7181692,2010-12-28
20994662,7861166,277,7185274,2010-12-28
20994663,7861166,277,7230466,2010-12-28
20994664,7861166,277,7350704,2010-12-28
20994665,7861166,277,7401286,2010-12-28
20994666,7861166,277,D301037,2010-12-28
20994667,7861166,277,D314383,2010-12-28
20994668,7861166,277,D325581,2010-12-28
20994669,7861166,277,D326446,2010-12-28
20994670,7861166,277,D329238,2010-12-28
20994671,7861166,277,D331760,2010-12-28
20994672,7861166,277,D346620,2010-12-28
20994673,7861166,277,D349923,2010-12-28
20994674,7861166,277,D362429,2010-12-28
20994675,7861166,277,WO 00/62228,2010-12-28
20994676,7861166,277,WO 01/18665,2010-12-28
20994677,7861166,277,WO 07/022107,2010-12-28
20994678,7861166,277,WO 80/00209,2010-12-28
20994679,7861166,277,WO 83/03020,2010-12-28
20994680,7861166,277,WO 84/00237,2010-12-28
20994681,7861166,277,WO 86/01962,2010-12-28
20994682,7861166,277,WO 87/01481,2010-12-28
20994683,7861166,277,WO 88/01463,2010-12-28
20994684,7861166,277,WO 8809985,2010-12-28
20994685,7861166,277,WO 89/09528,2010-12-28
20994686,7861166,277,WO 89/12370,2010-12-28
20994687,7861166,277,WO 90/10988,2010-12-28
20994688,7861166,277,WO 91/03112,2010-12-28
20994689,7861166,277,WO 91/11769,2010-12-28
20994690,7861166,277,WO 91/15841,2010-12-28
20994691,7861166,277,WO 9100670,2010-12-28
20994692,7861166,277,WO 92/10040,2010-12-28
20994693,7861166,277,WO 92/11713,2010-12-28
20994694,7861166,277,WO 92/12599,2010-12-28
20994695,7861166,277,WO 92/17027,2010-12-28
20994696,7861166,277,WO 92/21206,2010-12-28
20994697,7861166,277,WO 93/06692,2010-12-28
20994698,7861166,277,WO 93/09490,2010-12-28
20994699,7861166,277,WO 93/09631,2010-12-28
20994700,7861166,277,WO 93/22877,2010-12-28
20994701,7861166,277,WO 9307713,2010-12-28
20994702,7861166,277,WO 94/01964,2010-12-28
20994703,7861166,277,WO 94/07327,2010-12-28
20994704,7861166,277,WO 94/13107,2010-12-28
20994705,7861166,277,WO 94/14282,2010-12-28
20994706,7861166,277,WO 94/16527,2010-12-28
20994707,7861166,277,WO 95/15649,2010-12-28
20994708,7861166,277,WO 9515649,2010-12-28
20994709,7861166,277,WO 96/08109,2010-12-28
20994710,7861166,277,WO 96/17306,2010-12-28
20994711,7861166,277,WO 96/25006,2010-12-28
20994712,7861166,277,WO 96/41473,2010-12-28
20994713,7861166,277,WO 97/12105,2010-12-28
20994714,7861166,277,WO 97/12819,2010-12-28
20994715,7861166,277,WO 97/13368,2010-12-28
20994716,7861166,277,WO 97/18665,2010-12-28
20994717,7861166,277,WO 97/20224,2010-12-28
20994718,7861166,277,WO 97/20274,2010-12-28
20994719,7861166,277,WO 97/22049,2010-12-28
20994720,7861166,277,WO 97/22062,2010-12-28
20994721,7861166,277,WO 97/22063,2010-12-28
20994722,7861166,277,WO 97/22064,2010-12-28
20994723,7861166,277,WO 97/22065,2010-12-28
20994724,7861166,277,WO 97/22067,2010-12-28
20994725,7861166,277,WO 97/22079,2010-12-28
20994726,7861166,277,WO 97/22080,2010-12-28
20994727,7861166,277,WO 97/22097,2010-12-28
20994728,7861166,277,WO 97/22099,2010-12-28
20994729,7861166,277,WO 97/22100,2010-12-28
20994730,7861166,277,WO 97/22101,2010-12-28
20994731,7861166,277,WO 97/22102,2010-12-28
20994732,7861166,277,WO 97/22103,2010-12-28
20994733,7861166,277,WO 97/22104,2010-12-28
20994734,7861166,277,WO 97/22105,2010-12-28
20994735,7861166,277,WO 97/22106,2010-12-28
20994736,7861166,277,WO 97/22107,2010-12-28
20994737,7861166,277,WO 97/22108,2010-12-28
20994738,7861166,277,WO 97/22109,2010-12-28
20994739,7861166,277,WO 97/22110,2010-12-28
20994740,7861166,277,WO 97/22111,2010-12-28
20994741,7861166,277,WO 97/22112,2010-12-28
20994742,7861166,277,WO 97/23819,2010-12-28
20994743,7861166,277,WO 97/41688,2010-12-28
20994744,7861166,277,WO 97/45798,2010-12-28
20994745,7861166,277,WO 9720274,2010-12-28
20994746,7861166,277,WO 9737344,2010-12-28
20994747,7861166,277,WO 98/02836,2010-12-28
20994748,7861166,277,WO 98/08344,2010-12-28
20994749,7861166,277,WO 98/18086,2010-12-28
20994750,7861166,277,WO 98/48566,2010-12-28
20994751,7861166,277,WO 98/53581,2010-12-28
20994752,7861166,277,WO 9808344,2010-12-28
20994753,7861166,277,WO 9818086,2010-12-28
20994754,7861166,277,WO 9827494,2010-12-28
20994755,7861166,277,WO 99/12349,2010-12-28
20994756,7861166,277,WO 99/18701,2010-12-28
20994757,7861166,277,WO 99/26415,2010-12-28
20994758,7861166,277,WO 99/44144,2010-12-28
20994759,7861166,277,WO 99/45491,2010-12-28
20994760,7861166,277,WO 99/52285,2010-12-28
20994761,7861166,277,WO 99/66719,2010-12-28
20994762,7861166,277,WO 9944144,2010-12-28
20994763,7861166,277,WO93/15466,2010-12-28
20994764,7861166,277,WO94/23537,2010-12-28
20994765,7861167,700,2001/0029527,2010-12-28
20994766,7861167,700,2002/0035605,2010-12-28
20994767,7861167,700,2002/0054054,2010-12-28
20994768,7861167,700,2002/0169851,2010-12-28
20994769,7861167,700,2003/0028637,2010-12-28
20994770,7861167,700,2003/0184584,2010-12-28
20994771,7861167,700,2004/0085367,2010-12-28
20994772,7861167,700,2005/0210379,2010-12-28
20994773,7861167,700,5072412,2010-12-28
20994774,7861167,700,5517645,2010-12-28
20994775,7861167,700,5596702,2010-12-28
20994776,7861167,700,5826027,2010-12-28
20994777,7861167,700,5880733,2010-12-28
20994778,7861167,700,5937189,2010-12-28
20994779,7861167,700,5987247,2010-12-28
20994780,7861167,700,6023275,2010-12-28
20994781,7861167,700,6038395,2010-12-28
20994782,7861167,700,6038565,2010-12-28
20994783,7861167,700,6101510,2010-12-28
20994784,7861167,700,6106569,2010-12-28
20994785,7861167,700,6167404,2010-12-28
20994786,7861167,700,6169993,2010-12-28
20994787,7861167,700,6182160,2010-12-28
20994788,7861167,700,6263486,2010-12-28
20994789,7861167,700,6275979,2010-12-28
20994790,7861167,700,6289500,2010-12-28
20994791,7861167,700,6317794,2010-12-28
20994792,7861167,700,6343313,2010-12-28
20994793,7861167,700,6353850,2010-12-28
20994794,7861167,700,6381654,2010-12-28
20994795,7861167,700,6385769,2010-12-28
20994796,7861167,700,6405363,2010-12-28
20994797,7861167,700,6535230,2010-12-28
20994798,7861167,700,6605122,2010-12-28
20994799,7861167,700,6828989,2010-12-28
20994800,7861167,700,6918084,2010-12-28
20994801,7861167,700,7574665,2010-12-28
20994802,7861167,700,7636766,2010-12-28
20994803,7861168,700,2002/0054750,2010-12-28
20994804,7861168,700,2002/0157010,2010-12-28
20994805,7861168,700,2004/0039969,2010-12-28
20994806,7861168,700,2004/0061970,2010-12-28
20994807,7861168,700,2006/0026417,2010-12-28
20994808,7861168,700,2006/0034581,2010-12-28
20994809,7861168,700,2006/0095647,2010-12-28
20994810,7861168,700,2006/0288185,2010-12-28
20994811,7861168,700,2008/0127354,2010-12-28
20994812,7861168,700,5737189,2010-12-28
20994813,7861168,700,5748744,2010-12-28
20994814,7861168,700,5757919,2010-12-28
20994815,7861168,700,5893053,2010-12-28
20994816,7861168,700,5930358,2010-12-28
20994817,7861168,700,5956633,2010-12-28
20994818,7861168,700,6098128,2010-12-28
20994819,7861168,700,6172948,2010-12-28
20994820,7861168,700,6337918,2010-12-28
20994821,7861168,700,6868160,2010-12-28
20994822,7861168,700,6871063,2010-12-28
20994823,7861168,700,6871278,2010-12-28
20994824,7861168,700,6917490,2010-12-28
20994825,7861168,700,6957330,2010-12-28
20994826,7861168,700,6971016,2010-12-28
20994827,7861168,700,6973187,2010-12-28
20994828,7861168,700,6980659,2010-12-28
20994829,7861168,700,7043641,2010-12-28
20994830,7861168,700,7054845,2010-12-28
20994831,7861168,700,7058969,2010-12-28
20994832,7861168,700,7069447,2010-12-28
20994833,7861168,700,7114082,2010-12-28
20994834,7861168,700,7130426,2010-12-28
20994835,7861168,700,7140044,2010-12-28
20994836,7861168,700,7146495,2010-12-28
20994837,7861168,700,7146644,2010-12-28
20994838,7861168,700,7149901,2010-12-28
20994839,7861168,700,7152165,2010-12-28
20994840,7861168,700,7152693,2010-12-28
20994841,7861168,700,7159776,2010-12-28
20994842,7861168,700,7162647,2010-12-28
20994843,7861168,700,7535861,2010-12-28
20994844,7861169,704,04-225670,2010-12-28
20994845,7861169,704,05-101484,2010-12-28
20994846,7861169,704,06-124502,2010-12-28
20994847,7861169,704,0651556,2010-12-28
20994848,7861169,704,0743613,2010-12-28
20994849,7861169,704,08-69419,2010-12-28
20994850,7861169,704,1 001 605,2010-12-28
20994851,7861169,704,10-126723,2010-12-28
20994852,7861169,704,1079313,2010-12-28
20994853,7861169,704,1097394,2010-12-28
20994854,7861169,704,1133170,2010-12-28
20994855,7861169,704,1352765,2010-12-28
20994856,7861169,704,2 137 788,2010-12-28
20994857,7861169,704,2 156 118,2010-12-28
20994858,7861169,704,2 234 609,2010-12-28
20994859,7861169,704,2 290 898,2010-12-28
20994860,7861169,704,2 331 378,2010-12-28
20994861,7861169,704,2000-516006,2010-12-28
20994862,7861169,704,2001-176246,2010-12-28
20994863,7861169,704,2001/0003846,2010-12-28
20994864,7861169,704,2001/0005203,2010-12-28
20994865,7861169,704,2001/0013041,2010-12-28
20994866,7861169,704,2001/0017714,2010-12-28
20994867,7861169,704,2001/0037408,2010-12-28
20994868,7861169,704,2001/0043789,2010-12-28
20994869,7861169,704,2001/0044810,2010-12-28
20994870,7861169,704,2001/0052942,2010-12-28
20994871,7861169,704,2002/0001101,2010-12-28
20994872,7861169,704,2002/0004807,2010-12-28
20994873,7861169,704,2002/0006100,2010-12-28
20994874,7861169,704,2002/0010641,2010-12-28
20994875,7861169,704,2002/0011518,2010-12-28
20994876,7861169,704,2002/0015066,2010-12-28
20994877,7861169,704,2002/0019982,2010-12-28
20994878,7861169,704,2002/0023957,2010-12-28
20994879,7861169,704,2002/0036800,2010-12-28
20994880,7861169,704,2002/0047870,2010-12-28
20994881,7861169,704,2002/0048224,2010-12-28
20994882,7861169,704,2002/0051010,2010-12-28
20994883,7861169,704,2002/0059342,2010-12-28
20994884,7861169,704,2002/0060748,2010-12-28
20994885,7861169,704,2002/0066782,2010-12-28
20994886,7861169,704,2002/0067503,2010-12-28
20994887,7861169,704,2002/0070982,2010-12-28
20994888,7861169,704,2002/0078149,2010-12-28
20994889,7861169,704,2002/0085759,2010-12-28
20994890,7861169,704,2002/0087530,2010-12-28
20994891,7861169,704,2002/0087598,2010-12-28
20994892,7861169,704,2002/0095460,2010-12-28
20994893,7861169,704,2002/0095501,2010-12-28
20994894,7861169,704,2002/0097426,2010-12-28
20994895,7861169,704,2002/0099452,2010-12-28
20994896,7861169,704,2002/0099534,2010-12-28
20994897,7861169,704,2002/0101343,2010-12-28
20994898,7861169,704,2002/0101513,2010-12-28
20994899,7861169,704,2002/0116575,2010-12-28
20994900,7861169,704,2002/0131071,2010-12-28
20994901,7861169,704,2002/0131078,2010-12-28
20994902,7861169,704,2002/0134699,2010-12-28
20994903,7861169,704,2002/0135800,2010-12-28
20994904,7861169,704,2002/0135808,2010-12-28
20994905,7861169,704,2002/0137544,2010-12-28
20994906,7861169,704,2002/0140993,2010-12-28
20994907,7861169,704,2002/0159637,2010-12-28
20994908,7861169,704,2002/0163653,2010-12-28
20994909,7861169,704,2002/0165769,2010-12-28
20994910,7861169,704,2002/0169849,2010-12-28
20994911,7861169,704,2002/0171857,2010-12-28
20994912,7861169,704,2002/0185533,2010-12-28
20994913,7861169,704,2002/0199149,2010-12-28
20994914,7861169,704,2003-513564,2010-12-28
20994915,7861169,704,2003-514318,2010-12-28
20994916,7861169,704,2003-87458,2010-12-28
20994917,7861169,704,2003/0002068,2010-12-28
20994918,7861169,704,2003/0007776,2010-12-28
20994919,7861169,704,2003/0014615,2010-12-28
20994920,7861169,704,2003/0024975,2010-12-28
20994921,7861169,704,2003/0025951,2010-12-28
20994922,7861169,704,2003/0038971,2010-12-28
20994923,7861169,704,2003/0046241,2010-12-28
20994924,7861169,704,2003/0051214,2010-12-28
20994925,7861169,704,2003/0052897,2010-12-28
20994926,7861169,704,2003/0065665,2010-12-28
20994927,7861169,704,2003/0065925,2010-12-28
20994928,7861169,704,2003/0076521,2010-12-28
20994929,7861169,704,2003/0084462,2010-12-28
20994930,7861169,704,2003/0088582,2010-12-28
20994931,7861169,704,2003/0093384,2010-12-28
20994932,7861169,704,2003/0110926,2010-12-28
20994933,7861169,704,2003/0117652,2010-12-28
20994934,7861169,704,2003/0121006,2010-12-28
20994935,7861169,704,2003/0128877,2010-12-28
20994936,7861169,704,2003/0130952,2010-12-28
20994937,7861169,704,2003/0146927,2010-12-28
20994938,7861169,704,2003/0156589,2010-12-28
20994939,7861169,704,2003/0160898,2010-12-28
20994940,7861169,704,2003/0163552,2010-12-28
20994941,7861169,704,2003/0164898,2010-12-28
20994942,7861169,704,2003/0177240,2010-12-28
20994943,7861169,704,2003/0184598,2010-12-28
20994944,7861169,704,2003/0187642,2010-12-28
20994945,7861169,704,2003/0218597,2010-12-28
20994946,7861169,704,2003/0220988,2010-12-28
20994947,7861169,704,2003/0231198,2010-12-28
20994948,7861169,704,2004/0006577,2010-12-28
20994949,7861169,704,2004/0008209,2010-12-28
20994950,7861169,704,2004/0015524,2010-12-28
20994951,7861169,704,2004/0024643,2010-12-28
20994952,7861169,704,2004/0036842,2010-12-28
20994953,7861169,704,2004/0037540,2010-12-28
20994954,7861169,704,2004/0039723,2010-12-28
20994955,7861169,704,2004/0044894,2010-12-28
20994956,7861169,704,2004/0049681,2010-12-28
20994957,7861169,704,2004/0064207,2010-12-28
20994958,7861169,704,2004/0064338,2010-12-28
20994959,7861169,704,2004/0064339,2010-12-28
20994960,7861169,704,2004/0071441,2010-12-28
20994961,7861169,704,2004/0090462,2010-12-28
20994962,7861169,704,2004/0100506,2010-12-28
20994963,7861169,704,2004/0118908,2010-12-28
20994964,7861169,704,2004/0125402,2010-12-28
20994965,7861169,704,2004/0128514,2010-12-28
20994966,7861169,704,2004/0128613,2010-12-28
20994967,7861169,704,2004/0143459,2010-12-28
20994968,7861169,704,2004/0143602,2010-12-28
20994969,7861169,704,2004/0150627,2010-12-28
20994970,7861169,704,2004/0156616,2010-12-28
20994971,7861169,704,2004/0167895,2010-12-28
20994972,7861169,704,2004/0181747,2010-12-28
20994973,7861169,704,2004/0181815,2010-12-28
20994974,7861169,704,2004/0184064,2010-12-28
20994975,7861169,704,2004/0207876,2010-12-28
20994976,7861169,704,2004/0215470,2010-12-28
20994977,7861169,704,2004/0229195,2010-12-28
20994978,7861169,704,2004/0240541,2010-12-28
20994979,7861169,704,2004/0240562,2010-12-28
20994980,7861169,704,2004/0247298,2010-12-28
20994981,7861169,704,2004/0249650,2010-12-28
20994982,7861169,704,2005/0038794,2010-12-28
20994983,7861169,704,2005/0064935,2010-12-28
20994984,7861169,704,2005/0068569,2010-12-28
20994985,7861169,704,2005/0068581,2010-12-28
20994986,7861169,704,2005/0083413,2010-12-28
